reporting_month,reporting_date,brand,wallet_type,check_name,revenue_status,epm_status,overall_status,latest_run_timestamp,revenue_first_failed_at,revenue_resolved_at,revenue_failure_lifecycle,revenue_resolution_minutes,epm_first_failed_at,epm_resolved_at,epm_failure_lifecycle,epm_resolution_minutes
2026-03-01,2026-03-22,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-22,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-23,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-24T22:13:41.705Z,2026-03-25T22:13:53.227Z,RESOLVED,1440,2026-03-24T22:13:41.705Z,2026-03-25T22:13:53.227Z,RESOLVED,1440
2026-03-01,2026-03-24,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-24T22:13:41.705Z,2026-03-25T16:21:05.142Z,RESOLVED,1087,2026-03-24T22:13:41.705Z,2026-03-25T16:21:05.142Z,RESOLVED,1087
2026-03-01,2026-03-24,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-24,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-25T16:21:05.142Z,2026-03-25T22:13:53.227Z,RESOLVED,352,2026-03-25T16:21:05.142Z,2026-03-25T22:13:53.227Z,RESOLVED,352
2026-03-01,2026-03-25,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-25,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-25T16:21:05.142Z,2026-03-25T22:13:53.227Z,RESOLVED,352,2026-03-25T16:21:05.142Z,2026-03-25T22:13:53.227Z,RESOLVED,352
2026-03-01,2026-03-26,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-26,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-27,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-28,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-29,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
