reporting_month,reporting_date,brand,wallet_type,check_name,revenue_status,epm_status,overall_status,latest_run_timestamp,revenue_first_failed_at,revenue_resolved_at,revenue_failure_lifecycle,revenue_resolution_minutes,epm_first_failed_at,epm_resolved_at,epm_failure_lifecycle,epm_resolution_minutes
2026-03-01,2026-03-29,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-30T16:22:37.624Z,2026-03-30T22:14:48.287Z,RESOLVED,352,2026-03-30T16:22:37.624Z,2026-03-30T22:14:48.287Z,RESOLVED,352
2026-03-01,2026-03-30,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-30T16:22:37.624Z,2026-03-30T22:14:48.287Z,RESOLVED,352,2026-03-30T16:22:37.624Z,2026-03-30T22:14:48.287Z,RESOLVED,352
2026-03-01,2026-03-30,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-30,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-03-30T16:22:37.624Z,2026-03-30T22:14:48.287Z,RESOLVED,352,2026-03-30T16:22:37.624Z,2026-03-30T22:14:48.287Z,RESOLVED,352
2026-03-01,2026-03-31,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-03-01,2026-03-31,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,ALL,SBT TAX CHANGE APPROVAL,FAIL,FAIL,FAIL,2026-04-06T22:14:14.253Z,2026-04-01T15:04:54.441Z,null,UNRESOLVED,null,2026-04-01T15:04:54.441Z,null,UNRESOLVED,null
2026-04-01,2026-04-01,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-01T15:04:54.441Z,2026-04-01T22:13:48.782Z,RESOLVED,428,2026-04-01T15:04:54.441Z,2026-04-01T22:13:48.782Z,RESOLVED,428
2026-04-01,2026-04-01,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-01T15:04:54.441Z,2026-04-01T22:13:48.782Z,RESOLVED,428,2026-04-01T15:04:54.441Z,2026-04-01T22:13:48.782Z,RESOLVED,428
2026-04-01,2026-04-01,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-01,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-01T15:04:54.441Z,2026-04-01T22:13:48.782Z,RESOLVED,428,2026-04-01T15:04:54.441Z,2026-04-01T22:13:48.782Z,RESOLVED,428
2026-04-01,2026-04-02,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-02T15:04:38.693Z,2026-04-02T22:14:09.338Z,RESOLVED,429,2026-04-02T15:04:38.693Z,2026-04-02T22:14:09.338Z,RESOLVED,429
2026-04-01,2026-04-02,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-02T15:04:38.693Z,2026-04-02T22:14:09.338Z,RESOLVED,429,2026-04-02T15:04:38.693Z,2026-04-02T22:14:09.338Z,RESOLVED,429
2026-04-01,2026-04-02,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-02,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-02T15:04:38.693Z,2026-04-02T22:14:09.338Z,RESOLVED,429,2026-04-02T15:04:38.693Z,2026-04-02T22:14:09.338Z,RESOLVED,429
2026-04-01,2026-04-03,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-03T15:04:54.054Z,2026-04-03T22:15:00.187Z,RESOLVED,430,2026-04-03T15:04:54.054Z,2026-04-03T22:15:00.187Z,RESOLVED,430
2026-04-01,2026-04-03,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-03T15:04:54.054Z,2026-04-03T22:15:00.187Z,RESOLVED,430,2026-04-03T15:04:54.054Z,2026-04-03T22:15:00.187Z,RESOLVED,430
2026-04-01,2026-04-03,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-03,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-03T15:04:54.054Z,2026-04-03T22:15:00.187Z,RESOLVED,430,2026-04-03T15:04:54.054Z,2026-04-03T22:15:00.187Z,RESOLVED,430
2026-04-01,2026-04-04,SBT,ALL,SBT_INTERNAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-04T22:10:52.579Z,2026-04-05T22:15:20.013Z,RESOLVED,1444,2026-04-04T22:10:52.579Z,2026-04-05T22:15:20.013Z,RESOLVED,1444
2026-04-01,2026-04-04,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-04T22:10:52.579Z,2026-04-05T22:15:20.013Z,RESOLVED,1444,2026-04-04T22:10:52.579Z,2026-04-05T22:15:20.013Z,RESOLVED,1444
2026-04-01,2026-04-04,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-04,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-04T22:10:52.579Z,2026-04-05T22:15:20.013Z,RESOLVED,1444,2026-04-04T22:10:52.579Z,2026-04-05T22:15:20.013Z,RESOLVED,1444
2026-04-01,2026-04-05,SBT,ALL,SBT_MANUAL BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,ALL,SBT_PAYMENT BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,ALL,SBT_SPORTSBOOK BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,ALL,SBT_WALLET BALANCES TO 0,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,CASH,CUSTOMER BALANCES CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-05T22:15:20.013Z,2026-04-06T22:14:14.253Z,RESOLVED,1438,2026-04-05T22:15:20.013Z,2026-04-06T22:14:14.253Z,RESOLVED,1438
2026-04-01,2026-04-05,SBT,CASH,DEPOSIT CONTROL DEPOSIT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,CASH,MANUAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,CASH,OPEN BETS CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-05T22:15:20.013Z,2026-04-06T22:14:14.253Z,RESOLVED,1438,2026-04-05T22:15:20.013Z,2026-04-06T22:14:14.253Z,RESOLVED,1438
2026-04-01,2026-04-05,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,CASH,SPORTS CONTROL PAYOUT CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,CASH,SPORTS CONTROL PAYOUT REVERSAL CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,CASH,SPORTS CONTROL PLACED STAKE CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,CASH,SPORTS CONTROL STAKE REFUND CASH,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-05,SBT,CASH,WITHDRAWAL CONTROL,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,2026-04-05T22:15:20.013Z,2026-04-06T22:14:14.253Z,RESOLVED,1438,2026-04-05T22:15:20.013Z,2026-04-06T22:14:14.253Z,RESOLVED,1438
2026-04-01,2026-04-06,SBT,CASH,CUSTOMER BALANCES CASH,FAIL,FAIL,FAIL,2026-04-06T22:14:14.253Z,2026-04-06T22:14:14.253Z,null,UNRESOLVED,null,2026-04-06T22:14:14.253Z,null,UNRESOLVED,null
2026-04-01,2026-04-06,SBT,CASH,OPEN BETS CASH,FAIL,FAIL,FAIL,2026-04-06T22:14:14.253Z,2026-04-06T22:14:14.253Z,null,UNRESOLVED,null,2026-04-06T22:14:14.253Z,null,UNRESOLVED,null
2026-04-01,2026-04-06,SBT,CASH,SBT_BALANCE CUSTOMER BALANCES EXPECTED ROWCOUNT,PASS,PASS,PASS,2026-04-06T22:14:14.253Z,null,null,NEVER_FAILED,null,null,null,NEVER_FAILED,null
2026-04-01,2026-04-06,SBT,CASH,WITHDRAWAL CONTROL,FAIL,FAIL,FAIL,2026-04-06T22:14:14.253Z,2026-04-06T22:14:14.253Z,null,UNRESOLVED,null,2026-04-06T22:14:14.253Z,null,UNRESOLVED,null
